atc_code
A01AB04
A01AB18
A02BA01
A02BA03
A02BA04
A02BC01
A02BC02
A02BC03
A02BC04
A02BC05
A03AD01
A03AE01
A03BA01
A03BA03
A03FA01
A04AA01
A04AA02
A04AA05
A04AD01
A04AD10
A04AD11
A04AD12
A06AD11
A06AG02
A06AH02
A06AX03
A07AA04
A07AA05
A07DA03
A07EA03
A07EC01
A07EC03
A07EC04
A08AA01
A08AB01
A10AD04
A10AD05
A10AE04
A10AE05
A10BA02
A10BB07
A10BB12
A10BF01
A10BG03
A10BH01
A10BH03
A10BH04
A10BX02
A10BX03
A10BX05
A11CC01
A11CC04
A12BA01
A12CA01
A16AA01
A16AA06
A16AX04
B01AA03
B01AB04
B01AB05
B01AC04
B01AC07
B01AC09
B01AC11
B01AC16
B01AC21
B01AC22
B01AE03
B01AE06
B01AE07
B01AX05
B02AA01
B02AA02
B02BX05
B05CX01
B05CX03
B05XA02
B05XA07
C01AA05
C01BA01
C01BA02
C01BA03
C01BB02
C01BC03
C01BC04
C01BD01
C01BD04
C01BD05
C01CA03
C01CA04
C01CA07
C01CA17
C01CA24
C01CE02
C01DA08
C01DA14
C01EB10
C01EB17
C01EB18
C02AC02
C02BB01
C02CA01
C02CA04
C02DB02
C02DD01
C02KX01
C02KX02
C03AA03
C03AA04
C03BA08
C03BA11
C03CA01
C03CA02
C03DA01
C03DA04
C03DB01
C03DB02
C03XA01
C04AB01
C04AD03
C04AX02
C05AA09
C05AA10
C07AA03
C07AA05
C07AA07
C07AA12
C07AB02
C07AB03
C07AB05
C07AB07
C07AB09
C07AB12
C07AG01
C07AG02
C08CA01
C08CA02
C08CA04
C08CA05
C08CA07
C08DA01
C09AA01
C09AA02
C09AA03
C09AA04
C09AA05
C09AA06
C09AA07
C09AA09
C09AA10
C09CA01
C09CA03
C09CA04
C09CA06
C09CA07
C09CA08
C10AA01
C10AA02
C10AA03
C10AA04
C10AA05
C10AA07
C10AA08
C10AB04
C10AB05
C10AC02
C10AC04
C10AX09
D01AA01
D01AA08
D01AC02
D01AC11
D01AE13
D01AE14
D01AE15
D01AE21
D01AE22
D01AE23
D04AA10
D04AA14
D04AA32
D04AB04
D05AX05
D05BB02
D06AX09
D06AX11
D06AX12
D06BA01
D06BB10
D06BB11
D06BX01
D07AA01
D07AB21
D07AC08
D07AC09
D07AC10
D07AC11
D07AC17
D07AD01
D07AD02
D07XC02
D07XC03
D10AD03
D10AE01
D10AF01
D10AX03
D10AX05
D10BA01
D11AH01
D11AH02
D11AX01
D11AX11
G01AD02
G01AD03
G01AF05
G01AG02
G02AD02
G02AD04
G02AD06
G02CB01
G02CB03
G03AC03
G03AC08
G03BA03
G03CA03
G03DA04
G03EK01
G03XA01
G03XB01
G03XC01
G03XC02
G04BD02
G04BD04
G04BD07
G04BD08
G04BD09
G04BD11
G04BE01
G04BE03
G04BE08
G04BE09
G04BX03
G04BX06
G04CA01
G04CA02
G04CA03
G04CA04
G04CB01
G04CB02
H01AA01
H01BA02
H01BB02
H01CA02
H01CB02
H01CB03
H01CC01
H01CC02
H02AA02
H02AB01
H03AA01
H03AA02
H03BA02
H04AA01
H05AA02
H05AA03
H05BX01
H05BX02
H05BX03
J01AA02
J01AA07
J01AA12
J01CA04
J01CF01
J01CF04
J01DB04
J01DB05
J01DC01
J01DC02
J01DC04
J01DC05
J01DC10
J01DD01
J01DD02
J01DD04
J01DD08
J01DD13
J01DD15
J01DE01
J01DF01
J01DH02
J01DH03
J01EA01
J01FA01
J01FA09
J01FA10
J01FF02
J01GB03
J01MA01
J01MA14
J01MA16
J01XE01
J01XX08
J01XX09
J02AC01
J02AC02
J02AC03
J02AC04
J02AX04
J02AX05
J02AX06
J04AB01
J04AB04
J04AB05
J04AC01
J04AD03
J04AK01
J04AK02
J05AB13
J05AC02
J05AD01
J05AE03
J05AE05
J05AE08
J05AE09
J05AE10
J05AF05
J05AF06
J05AF08
J05AF09
J05AF10
J05AG01
J05AG04
J05AH01
J05AH02
J05AX07
J05AX09
L01AA01
L01AA03
L01AA06
L01AA09
L01AB01
L01AC01
L01AD01
L01AD02
L01AD04
L01AX03
L01AX04
L01BA01
L01BA04
L01BB02
L01BB05
L01BB06
L01BB07
L01BC02
L01BC05
L01BC06
L01BC07
L01BC08
L01CB01
L01CD01
L01CD02
L01DA01
L01DB01
L01DB02
L01DB03
L01DB06
L01DC01
L01DC03
L01DC04
L01XA01
L01XA02
L01XA03
L01XX08
L01XX27
L01XX35
L02AB01
L02AB02
L02AE03
L02AE04
L02BA01
L02BA03
L02BB03
L02BG03
L02BG04
L02BG06
L02BX02
L03AX13
L03AX14
L03AX16
L04AA06
L04AX01
L04AX04
M01AB02
M01AB05
M01AB08
M01AC01
M01AC06
M01AE02
M01AE03
M01AE04
M01AE12
M01AG01
M01AH01
M01AX01
M01CC01
M02AA19
M03AC03
M03AC04
M03AC09
M03AC11
M03BA02
M03BA03
M03BB03
M03BX01
M03BX02
M03BX08
M03CA01
M04AA01
M04AA03
M04AB01
M04AC01
M05BA04
M05BA06
M05BA08
N01AB07
N01AB08
N01AH01
N01AH03
N01AH06
N01AX03
N01AX07
N01AX10
N01AX11
N01BB01
N01BB03
N01BB09
N01BX04
N02AA01
N02AA03
N02AA05
N02AF01
N02AF02
N02AX02
N02BA04
N02BA06
N02BA11
N02CA01
N02CC01
N02CC02
N02CC03
N02CC04
N02CC05
N02CC06
N02CC07
N03AA02
N03AA03
N03AB02
N03AD01
N03AE01
N03AF01
N03AF02
N03AF03
N03AG01
N03AG04
N03AG06
N03AX09
N03AX10
N03AX11
N03AX14
N03AX15
N03AX17
N03AX18
N04AA01
N04BB01
N04BC04
N04BC05
N04BD01
N04BD02
N04BX01
N04BX02
N05AA01
N05AB02
N05AB03
N05AB04
N05AB06
N05AC02
N05AD01
N05AD08
N05AE04
N05AH01
N05AH02
N05AH03
N05AH04
N05AH05
N05AX08
N05AX12
N05AX13
N05BA01
N05BA02
N05BA04
N05BA06
N05BA09
N05BA12
N05BB01
N05BC01
N05BE01
N05CD04
N05CD05
N05CD07
